AGENCY_NAME,FACILITY_NAME,PERMIT_NUMBER,PDF_File,Shared_PDF,Comminution,Primary Clarification,Secondary Clarification,Chemical Precipitation,Unspecified Clarification,Screening/Microstrainer,Grit Removal,Equalization,Flotation,SBR,Oxidation Ditch,Pure Oxygen,Extended Aeration,Stepfeed,Unspecified AS,Facultative Lagoon,Aerated Lagoon,Anaerobic Lagoon,Polishing Lagoon,Stabilization Pond,Unspecified Lagoon,AO,A2O,MLE,UCT,Four Stage Bardenpho,Five Stage Bardenpho,Unspecified BNR,Chemical N Removal,Chemical P Removal,Unspecified Nutrient Removal,Secondary Filtration,Media Filtration,Biologically Active Filtration,Trickling Filter,Rotating Biological Contactor,Anaerobic Filter,Membrane Aerated Biofilm Reactor,Unspecified FFR,Nanofiltration,Electrodialysis Reversal,Electrodialysis,Reverse Osmosis,Ultrafiltration,Microfiltration,Membrane Bioreactor,Unspecified Membrane Process,Unspecified Filtration,Wetland,UV-AOP,Coagulation,Flocculation,Ion Exchange,Activated Carbon,Chlorination,Dechlorination,UV Disinfection,Ozonation,Thermal Disinfection,Unspecified Disinfection,Alum Addition,Ferric Chloride Addition,Polymer Addition,Lime Addition,Neutralization,Unspecified Chemical Addition,Anaerobic Digestion,Aerobic Digestion,Unspecified Digestion,Mechanical Dewatering,Centrifuge,Drying,Elutriation,Unspecified Dewatering,Thickening,Land Application,Biosolids Lagoon,Biosolids Landfill,Unspecified Disposal,MHI,FBI,Unspecified Incineration,Cogeneration,Heat Recovery
Los Angeles City Bureau of Sanitation,Los Angeles-Glendale WWRP,CA0053953,Final LAG NPDES permit_CI 5675 Final_Signed.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,FUTURE,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,FUTURE,0,0,0,0,0,PRESENT,0,0,FUTURE,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Los Angeles Cnty DPW,Malibu Mesa WRP,CA0059099,6599_R4-2021-0062_WDR.pdf,Yes,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0
Los Angeles Cnty DPW Sewer Maintenance Div,Malibu Mesa WRP,,6599_R4-2021-0062_WDR.pdf,Yes,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FUTURE,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0
Los Angeles Cnty Sanitation Districts,Valencia WRP,,4993_R4-2022-0174_WDR_PKG.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Santa Clarita Valley SD of Los Angeles Cnty,Valencia WRP,CA0054216,4993_R4-2022-0174_WDR_PKG.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Los Angeles Cnty Sanitation Districts,Saugus Water Reclamation Plant,,2960_R4-2022-0175_WDR_PKG.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Santa Clarita Valley SD of Los Angeles Cnty,Saugus Water Reclamation Plant,CA0054313,2960_R4-2022-0175_WDR_PKG.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Manteca City,City of Manteca WW Quality Control Facility,CA0081558,r5-2021-0003_npdes.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0
Marin Cnty Sanitary District 5,Marin CSD 5 - Tiburon WWTP,CA0037753,R2-2023-0018.pdf,No,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Marin Cnty Sanitary District 5,Marin CSD 5 Paradise Cove WWTP,CA0037427,Paradise Cove - R2-2021-0017.pdf,No,PRESENT,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mariposa PUD,Mariposa WWTP,CAC441902,r5-2017-0085-017.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
McKinleyville Community Service District,McKinleyville WWTP,CA0024490,2024_0023_mckinleyville_sc_npdes_signed.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0
Mendocino City CSD,Mendocino City CSD,CA0022870,22_01mendo_npdes.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Mendocino County WWD #2 Anchor Bay,Mendocino County WWD#2-Anchor Bay,CA0024040,21_0005_AnchorBay_WWTF_NPDES.pdf,No,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Merced City,Merced WWTF,CA0079219,r5-2026-0005_npdes.pdf,No,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0
Millbrae City,Millbrae WPCP,CA0037532,R2-2024-0005 (Millbrae NPDES Permit).pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Modesto City,City of Modesto WQCF,CAC448536,mgo_amend_strike.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Modesto City,City of Modesto WQCF,CAC448536,modesto_wqcf_mgo_noa.pdf,No,0,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0
Montecito Sanitary District,Montecito SD WWTP,CA0047899,20220829_Order R3-2022-0010_Final (ACC).pdf,No,PRESENT,0,PRESENT,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0
Mountain House CSD,Mountain House WWTP,,r5-2023-0033-01_npdes.pdf,Yes,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain House City,Mountain House WWTP,CA0084271,r5-2023-0033-01_npdes.pdf,Yes,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain House CSD,Mountain House WWTP,,r5-2023-0033_npdes.pdf,Yes,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain House City,Mountain House WWTP,CA0084271,r5-2023-0033_npdes.pdf,Yes,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain House CSD,Mountain House WWTP,,r5-2023-0033_npdes_mod.pdf,Yes,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
Mountain House City,Mountain House WWTP,CA0084271,r5-2023-0033_npdes_mod.pdf,Yes,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0
Mt Shasta City,Mount Shasta WWTP,CA0078051,r5-2023-0016_npdes.pdf,No,0,0,0,0,PRESENT_AND_FUTURE,PRESENT_AND_FUTURE,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT_AND_FUTURE,PRESENT,PRESENT_AND_FUTURE,0,0,PRESENT_AND_FUTURE,PRESENT,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
Mt View Sanitary District,Mt. View Sanitary District WWTP,CA0037770,MVSD Final Order ADA.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,FUTURE,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,FUTURE,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,PRESENT,0,PRESENT_AND_FUTURE,PRESENT,0,PRESENT_AND_FUTURE,0,0,0,PRESENT,0,0,0,0,0,0
Napa Sanitation District,Napa Sanitation District WWTP (Soscol Water Recycling Facility),CA0037575,Order_R2-2022-0003.pdf,No,0,PRESENT_AND_FUTURE,PRESENT,0,PRESENT_AND_FUTURE,0,0,PRESENT,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,PRESENT_AND_FUTURE,0
Nevada CSD No 1,Cascade Shores WWTP,CAC442921,r5-2017-0085-015.pdf,No,0,0,PRESENT,0,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0
Nevada CSD No 1,Lake Wildwood WWTP,CAC439953,nvcosd1_wildwood_wwtp_final_noa.pdf,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada City,Nevada City WWTP,CA0079901,r5-2022-0039_npdes.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
Niland County Sanitation District,Niland SD WWTP,CA0104451,R7-2025-0017.pdf,No,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT_AND_FUTURE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,FUTURE,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0
North San Mateo County Sanitation District,North San Mateo County Sanitation District WWTP,CA0037737,CA0037737 NSMCSD Order R2-2022-0036.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,PRESENT,PRESENT,0,0,PRESENT,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,0,PRESENT,0,0,0,PRESENT,0,PRESENT,0,PRESENT,0,0,PRESENT,0,0,0,PRESENT,0,0,0,0,0,0
Novato Sanitary District,Novato and Ignacio WWTP,CA0037958,R2-2020-0019.pdf,No,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,PRESENT,0,PRESENT,0,0,0,0,0,0,0
Oceanside City,San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),,AmendedOrderR920190166_Digitally Signed signed dwg 12-14-21.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,Oceanside Ocean Outfall,CA0107433,AmendedOrderR920190166_Digitally Signed signed dwg 12-14-21.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,"La Salina WWTP, Oceanside Ocean Outfall",,AmendedOrderR920190166_Digitally Signed signed dwg 12-14-21.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),,AmendingOrderR920210199_Digitally Signed signed dwg 12-14-21.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,Oceanside Ocean Outfall,CA0107433,AmendingOrderR920210199_Digitally Signed signed dwg 12-14-21.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,"La Salina WWTP, Oceanside Ocean Outfall",,AmendingOrderR920210199_Digitally Signed signed dwg 12-14-21.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),,Oceanside_Final_Adopted_Order_R9-2019-0166 (1).pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,Oceanside Ocean Outfall,CA0107433,Oceanside_Final_Adopted_Order_R9-2019-0166 (1).pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,"La Salina WWTP, Oceanside Ocean Outfall",,Oceanside_Final_Adopted_Order_R9-2019-0166 (1).pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,0,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,San Luis Rey Water Reclamation Facility (NPDES - Ocean Discharge),,R9-2019-0166_Amended2020 signed dwg 08-17-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
Oceanside City,Oceanside Ocean Outfall,CA0107433,R9-2019-0166_Amended2020 signed dwg 08-17-20.pdf,Yes,0,PRESENT,PRESENT,0,PRESENT,PRESENT,PRESENT,PRESENT,0,0,0,0,0,0,PRESENT,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRESENT,0,0,0,0,0,0,0,0,0,0,PRESENT,PRESENT,0,0,0,0,PRESENT,0,0,0,0,0,0,PRESENT,0,PRESENT,PRESENT,PRESENT,0,0,PRESENT,PRESENT,PRESENT,0,PRESENT,0,0,0,0,0,0
