FACILITY_UNIT_PROCESS_ID,CWNS_ID,FACILITY_ID,STATE_CODE,INFRASTRUCTURE_TYPE,TREATMENT_TYPE,UNIT_PROCESS,EXISTING_FLAG,PLANNED_FLAG,UNIT_PROCESS_NOTES
1273,29003507001,1133975,MO,Wastewater,Preliminary treatment,Screening,Y,,
1276,29003507001,1133975,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1274,29003507001,1133975,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,oxidation ditch
1275,29003507001,1133975,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1179,29001023018,1133283,MO,Wastewater,Preliminary treatment,Screening,Y,,
1180,29001023018,1133283,MO,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,fine bubble aeration tank
1182,29001023018,1133283,MO,Wastewater,Disinfection,Dechlorination,Y,,
1178,29001023018,1133283,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1181,29001023018,1133283,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
1183,29001023018,1133283,MO,Wastewater,Solids handling,Biosolids Thickening,Y,,
1218,29001078001,1133359,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
1217,29001078001,1133359,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1214,29001078001,1133359,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1215,29001078001,1133359,MO,Wastewater,Preliminary treatment,Screening,Y,,
1216,29001078001,1133359,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,Extended aeration
6837,09000600001,1071837,CT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
6838,09000600001,1071837,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7330,50000000045,3609148,VT,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
7669,50000000045,3609148,VT,Wastewater,Secondary treatment,"Sludge Blanket, Anaerobic",Y,,secondary clarifiers
7668,50000000045,3609148,VT,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7671,50000000045,3609148,VT,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,sludge pumped and hauled to Rutland for processing
7667,50000000045,3609148,VT,Wastewater,Disinfection,Dechlorination,Y,,
7670,50000000045,3609148,VT,Wastewater,Preliminary treatment,Screening,Y,,
5418,12000112001,3249203,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5419,12000112001,3249203,FL,Wastewater,Preliminary treatment,Screening,Y,,
5420,12000112001,3249203,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5417,12000112001,3249203,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5566,12000504001,1078436,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5564,12000504001,1078436,FL,Wastewater,Preliminary treatment,Screening,Y,,
5565,12000504001,1078436,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
3898,13000031004,1109003,GA,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5561,13000031004,1109003,GA,Wastewater,Full Advanced Treatment for Potable Reuse,Biologically Active Filtration (BAF),Y,,
5558,13000031004,1109003,GA,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5559,13000031004,1109003,GA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5560,13000031004,1109003,GA,Wastewater,Disinfection,"Disinfection, UV",Y,,
5562,13000031004,1109003,GA,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
5557,13000031004,1109003,GA,Wastewater,Preliminary treatment,Screening,Y,,
5563,13000031004,1109003,GA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
6860,13000000710,3611861,GA,Wastewater,Disinfection,"Disinfection, UV",,Y,
5657,50000008001,1094059,VT,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5661,50000008001,1094059,VT,Wastewater,Solids handling,Biosolids Drying,Y,,Composting facility
5655,50000008001,1094059,VT,Wastewater,Preliminary treatment,Screening,Y,,
5658,50000008001,1094059,VT,Wastewater,Nutrient Removal and additional treatment,Filtration,,Y,
5659,50000008001,1094059,VT,Wastewater,Disinfection,Dechlorination,Y,,
5660,50000008001,1094059,VT,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5662,50000008001,1094059,VT,Wastewater,Solids handling,Biosolids Anaerobic Digestion without Energy Recovery,Y,,
5656,50000008001,1094059,VT,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,RBC
963,29002095001,1133679,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
498,29001236001,1133567,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
497,29001236001,1133567,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
499,29001236001,1133567,MO,Wastewater,Disinfection,Dechlorination,Y,,
1056,29002203001,1133729,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
1055,29002203001,1133729,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1054,29002203001,1133729,MO,Wastewater,Solids handling,Biosolids Drying,Y,,
6614,12000038002,1078151,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,"anoxic basin followed by aeration chamber, chemical feed, clarification, tertiary filtration"
598,29004132001,1134146,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic Tank
599,29004132001,1134146,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating filter
423,29004132001,1134146,MO,Wastewater,Disinfection,Dechlorination,Y,,
422,29004132001,1134146,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
2239,29001031100,1133309,MO,Wastewater,Preliminary treatment,Screening,Y,,
1572,29001031100,1133309,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
2240,29001031100,1133309,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
2241,29001031100,1133309,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
5221,12000172001,1078336,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5219,12000172001,1078336,FL,Wastewater,Preliminary treatment,Screening,Y,,
5220,12000172001,1078336,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5327,23000023001,1142456,ME,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5328,23000023001,1142456,ME,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,
763,29003003001,1233268,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
761,29003003001,1233268,MO,Wastewater,Preliminary treatment,Screening,Y,,
764,29003003001,1233268,MO,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,Sequencing batch reactors
762,29003003001,1233268,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1027,29000000089,3607490,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1029,29000000089,3607490,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1026,29000000089,3607490,MO,Wastewater,Preliminary treatment,Screening,Y,,
1028,29000000089,3607490,MO,Wastewater,Secondary treatment,Biological Nutrient Removal (BNR) Membrane Bio-Reactor (MBR),Y,,NitrOx MBBR reactor
2485,29004155001,1134167,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
2493,29003210101,3476951,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
2494,29003210101,3476951,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
1309,29000000100,3607520,MO,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
6644,49000000045,3611496,UT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
1470,29002301001,1133775,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1471,29002301001,1133775,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
183,29004104001,3476957,MO,Wastewater,Preliminary treatment,Screening,Y,,
184,29004104001,3476957,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
182,29004104001,3476957,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
6893,09000850001,1071877,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
3283,50000063001,1094114,VT,Wastewater,Preliminary treatment,Screening,Y,,
3284,50000063001,1094114,VT,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
6634,50000063001,1094114,VT,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
6636,50000063001,1094114,VT,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,RBCs
6633,50000063001,1094114,VT,Wastewater,Disinfection,"Disinfection, UV",Y,,
6635,50000063001,1094114,VT,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
6637,50000063001,1094114,VT,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,trickling filter
7222,09001050001,1071899,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
6743,12000000125,3612239,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
5039,69000000014,3611317,MP,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
5045,12000073001,1078197,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5043,12000073001,1078197,FL,Wastewater,Preliminary treatment,Screening,Y,,
5044,12000073001,1078197,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5018,12000506005,1078441,FL,Wastewater,Preliminary treatment,Screening,Y,,
5020,12000506005,1078441,FL,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5021,12000506005,1078441,FL,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5023,12000506005,1078441,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5019,12000506005,1078441,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5022,12000506005,1078441,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7120,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,Y,,
7121,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,Y,,
7122,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
7125,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Septic tank,,Y,
7118,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7124,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,,Y,
7123,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Mound system,,Y,
7119,50000000031,3608828,VT,Decentralized Wastewater Treatment,Decentralized,Leach field,Y,,
5502,23000033001,1142467,ME,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5503,23000033001,1142467,ME,Wastewater,Secondary treatment,"Lagoon, Aerobic",Y,,
5517,12000155011,3508340,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,"one digester of 5,000 gallons"
5516,12000155011,3508340,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,"two contact basins with a total volume of

10,000 gallons and three re-aeration basins with a total of 15,000 gallons for a combined aeration volume of 25,000 gallons"
596,29004011001,1134040,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filter
597,29004011001,1134040,MO,Wastewater,Preliminary treatment,Screening,Y,,Septic Tank
432,29004011001,1134040,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1740,29003861001,1233286,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
3201,29003861001,1233286,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
3202,29003861001,1233286,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),,Y,Oxidation ditch
602,29000000061,3607432,MO,Wastewater,Secondary treatment,"Attached Growth, Aerobic",Y,,Recirculating sand filter
514,29000000061,3607432,MO,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
515,29000000061,3607432,MO,Wastewater,Disinfection,Dechlorination,Y,,
327,29001105001,1133386,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,No discharge land application
1065,29001060001,1133341,MO,Wastewater,Secondary treatment,Reactor (Oxidation Ditch),Y,,Oxidation ditch
1064,29001060001,1133341,MO,Wastewater,Preliminary treatment,Screening,Y,,
1066,29001060001,1133341,MO,Wastewater,Preliminary treatment,Flow Equalization,Y,,
1067,29001060001,1133341,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1091,29002335001,1133788,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1007,29002011001,1133629,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
1746,29004143001,1134157,MO,Wastewater,Disinfection,"Disinfection, UV",Y,,
1747,29004143001,1134157,MO,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,
789,29000000076,3607473,MO,Wastewater,Preliminary treatment,Screening,Y,,
791,29000000076,3607473,MO,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
790,29000000076,3607473,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,extended aeration
5060,12000128001,1078282,FL,Wastewater,Solids handling,Biosolids Thickening,Y,,
5061,12000128001,1078282,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5056,12000128001,1078282,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5058,12000128001,1078282,FL,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5062,12000128001,1078282,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5055,12000128001,1078282,FL,Wastewater,Preliminary treatment,Screening,Y,,
5057,12000128001,1078282,FL,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5059,12000128001,1078282,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5181,12000172011,484500,FL,Wastewater,Preliminary treatment,Screening,Y,,
5183,12000172011,484500,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5182,12000172011,484500,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5691,25000204001,1092489,MA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5684,25000204001,1092489,MA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
5682,25000204001,1092489,MA,Wastewater,Disinfection,Dechlorination,Y,,
5683,25000204001,1092489,MA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5686,25000204001,1092489,MA,Wastewater,Nutrient Removal and additional treatment,"Chemical Addition, Ferric Chloride",Y,,
5687,25000204001,1092489,MA,Wastewater,Nutrient Removal and additional treatment,Chemical N Removal,Y,,
5688,25000204001,1092489,MA,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5690,25000204001,1092489,MA,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5685,25000204001,1092489,MA,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,
5689,25000204001,1092489,MA,Wastewater,Preliminary treatment,Screening,Y,,
5383,12000182005,1078346,FL,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
5386,12000182005,1078346,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5381,12000182005,1078346,FL,Wastewater,Preliminary treatment,Screening,Y,,
5387,12000182005,1078346,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5379,12000182005,1078346,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5382,12000182005,1078346,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5384,12000182005,1078346,FL,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
5716,12000287009,470681,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5717,12000287009,470681,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5718,12000287009,470681,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5715,12000287009,470681,FL,Wastewater,Preliminary treatment,Screening,Y,,
504,29003509002,3501881,MO,Wastewater,Secondary treatment,"Activated Sludge, Extended Aeration",Y,,AeroMOD extended aeration
503,29003509002,3501881,MO,Wastewater,Preliminary treatment,Screening,Y,,
3010,29003509002,3501881,MO,Wastewater,Disinfection,"Disinfection, UV",,Y,
6674,21000367001,1235523,KY,Wastewater,Disinfection,Dechlorination,Y,,
6676,21000367001,1235523,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
6675,21000367001,1235523,KY,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6757,12000051001,1078170,FL,Wastewater,Preliminary treatment,Screening,Y,,
6759,12000051001,1078170,FL,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
6761,12000051001,1078170,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
6758,12000051001,1078170,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
6760,12000051001,1078170,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5049,12000073004,1078200,FL,Wastewater,Preliminary treatment,Screening,Y,,
5050,12000073004,1078200,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5051,12000073004,1078200,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5421,12000330001,1078422,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5422,12000330001,1078422,FL,Wastewater,Preliminary treatment,Screening,Y,,
5423,12000330001,1078422,FL,Wastewater,Disinfection,"Disinfection, other chemical",Y,,
5424,12000330001,1078422,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5425,12000330001,1078422,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5653,12000504002,425585,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5650,12000504002,425585,FL,Wastewater,Preliminary treatment,Screening,Y,,
5651,12000504002,425585,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5652,12000504002,425585,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7268,12000137002,3508369,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
7101,38000002001,1151258,ND,Wastewater,Disinfection,"Disinfection, UV",,Y,
7733,38000002001,1151258,ND,Wastewater,Solids handling,Biosolids Drying,,Y,
7732,38000002001,1151258,ND,Wastewater,Solids handling,Biosolids Mechanical Dewatering,,Y,
7731,38000002001,1151258,ND,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
7729,38000002001,1151258,ND,Wastewater,Preliminary treatment,Screening,Y,,
7730,38000002001,1151258,ND,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
7001,09001210001,1071918,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
7002,09000000061,3612270,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
6787,12000001020,1078100,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
6793,12000001022,2880180,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
6639,49000000040,3611487,UT,Decentralized Wastewater Treatment,Decentralized,Leach field,,Y,
6753,21000116001,1139580,KY,Wastewater,Disinfection,"Disinfection, UV",Y,,
6754,21000116001,1139580,KY,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,
6755,21000116001,1139580,KY,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
7223,09001250001,1071922,CT,Decentralized Wastewater Treatment,Decentralized,Other non-centralized treatment,Y,,
5094,12000222013,3507363,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5095,12000222013,3507363,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5093,12000222013,3507363,FL,Wastewater,Preliminary treatment,Screening,Y,,
5096,12000222013,3507363,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6798,12000001026,3531616,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
6799,12000001026,3531616,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
6800,12000001045,1078117,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
5330,12000317001,1078413,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5332,12000317001,1078413,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5331,12000317001,1078413,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5329,12000317001,1078413,FL,Wastewater,Preliminary treatment,Screening,Y,,
5333,12000317001,1078413,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
6808,12000047002,3505600,FL,Stormwater,Gray infrastructure,Gray stormwater conveyance,Y,,
5176,12000172008,484438,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5175,12000172008,484438,FL,Wastewater,Preliminary treatment,Screening,Y,,
5177,12000172008,484438,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5189,12000172022,3532478,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5188,12000172022,3532478,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5187,12000172022,3532478,FL,Wastewater,Preliminary treatment,Screening,Y,,
5475,50000047001,1094097,VT,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,2-SBRs built around 2004
5474,50000047001,1094097,VT,Wastewater,Preliminary treatment,Screening,Y,,
5476,50000047001,1094097,VT,Wastewater,Disinfection,Dechlorination,Y,,
5477,50000047001,1094097,VT,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
7801,50000047001,1094097,VT,Wastewater,Nutrient Removal and additional treatment,"Chemical Addition, Alum",Y,,
7800,50000047001,1094097,VT,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,
7802,50000047001,1094097,VT,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
7799,50000047001,1094097,VT,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
324,29004138001,1233305,MO,Wastewater,Secondary treatment,"Lagoon, Anaerobic",Y,,
4985,12000116004,1078264,FL,Wastewater,Preliminary treatment,Screening,Y,,
4987,12000116004,1078264,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
4986,12000116004,1078264,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
4993,12000000098,3611259,FL,Wastewater,Preliminary treatment,Screening,Y,,
4994,12000000098,3611259,FL,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
4995,12000000098,3611259,FL,Wastewater,Nutrient Removal and additional treatment,Filtration,Y,,
4996,12000000098,3611259,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
4997,12000000098,3611259,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,
5190,12000224001,1078370,FL,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,"One Carrousel oxidation ditch (0.345 million gallon (MG), 13.4 feet water depth) and two 0.155 MG ring steel biological treatment units (BTU) each of which is divided into a 18,080-gal reaeration zone, a 77,500-gal aeration zone, a 19,375-gal swing zone"
5191,12000224001,1078370,FL,Wastewater,Solids handling,Biosolids Aerobic Digestion,Y,,"One aerobic digester (123,000 gallons) and one sludge holding tank (34,500 gallons), a dewatering box for the thickening of the sludge from the facility digester before it is hauled offsite to use to make Class AA Biosolids"
5455,50000018001,1094069,VT,Wastewater,Disinfection,"Disinfection, UV",Y,,
5452,50000018001,1094069,VT,Wastewater,Preliminary treatment,Screening,Y,,"grinder and rotary screen, c. 2022"
5456,50000018001,1094069,VT,Wastewater,Solids handling,Biosolids Thickening,Y,,
5453,50000018001,1094069,VT,Wastewater,Secondary treatment,"Reactor, Sequencing Batch (SBR)",Y,,"SBRs 1998, blowers, diffusers, etc. replaced c. 2022"
5265,12000243001,1078383,FL,Wastewater,Preliminary treatment,Flow Equalization,Y,,
5268,12000243001,1078383,FL,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,
5267,12000243001,1078383,FL,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
5266,12000243001,1078383,FL,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
4681,23000062001,3214228,ME,Wastewater,Solids handling,Biosolids Thickening,Y,,Dredging lagoons as needed
4680,23000062001,3214228,ME,Wastewater,Secondary treatment,"Lagoon, Facultative",Y,,Two facultative stabilization lagoons with passive oxygen diffusion
7306,23000062001,3214228,ME,Wastewater,Disinfection,Dechlorination,Y,,
7308,23000062001,3214228,ME,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,
6397,25000060001,2946483,MA,Wastewater,Nutrient Removal and additional treatment,Biological P removal,Y,,Activated Sludge
6396,25000060001,2946483,MA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,Activated Sludge
6398,25000060001,2946483,MA,Wastewater,Preliminary treatment,Screening,Y,,Mechanical bar racks
6399,25000060001,2946483,MA,Wastewater,Primary treatment,Flotation,Y,,Skimmers on Primary clarifiers for scum removal
6400,25000060001,2946483,MA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,Primary clarifiers
6401,25000060001,2946483,MA,Wastewater,Secondary treatment,"Activated Sludge, Conventional",Y,,"Activated Sludge, MLE Process"
6402,25000060001,2946483,MA,Wastewater,Secondary treatment,"Sludge Blanket, Anaerobic",Y,,Secondary clarifiers
6403,25000060001,2946483,MA,Wastewater,Secondary treatment,"Suspended Growth, Aerobic",Y,,"Activated Sludge, MLE Process"
6404,25000060001,2946483,MA,Wastewater,Secondary treatment,"Suspended Growth, Anaerobic",Y,,"Activated Sludge, MLE Process"
6405,25000060001,2946483,MA,Wastewater,Solids handling,Biosolids Chemical Addition,Y,,"3rd Party contractor manages Holyoke biosolids utilizing lime

stabilization"
6407,25000060001,2946483,MA,Wastewater,Solids handling,Biosolids Mechanical Dewatering,Y,,"Holyoke utilizes Rotary Drum Press to condition biosolids for

transport"
6408,25000060001,2946483,MA,Wastewater,Solids handling,Biosolids Thickening,Y,,"Holyoke utilizes gravity thickeners and Rotary Drum Thickeners

to condition sludge for dewatering"
6395,25000060001,2946483,MA,Wastewater,Disinfection,"Disinfection, chlorine/ chloramine",Y,,Sodium Hypochlorite
6406,25000060001,2946483,MA,Wastewater,Solids handling,Biosolids Incineration,Y,,"3rd party contractor manages Holyoke biosolids utilizing

incineration"
5782,25000191001,1092475,MA,Wastewater,Disinfection,"Disinfection, UV",Y,,
5787,25000191001,1092475,MA,Wastewater,Primary treatment,Primary Clarification or Sedimentation,Y,,
5788,25000191001,1092475,MA,Wastewater,Secondary treatment,"Biological Treatment, Other",Y,,
5783,25000191001,1092475,MA,Wastewater,Full Advanced Treatment for Potable Reuse,Biologically Active Filtration (BAF),Y,,extended air
5786,25000191001,1092475,MA,Wastewater,Preliminary treatment,Screening,Y,,
5784,25000191001,1092475,MA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
5785,25000191001,1092475,MA,Wastewater,Nutrient Removal and additional treatment,Chemical P Removal,Y,,alum
5789,25000191001,1092475,MA,Wastewater,Solids handling,Biosolids Thickening,Y,,
7480,05000779001,1105565,AR,Wastewater,Disinfection,Dechlorination,Y,,
7481,05000779001,1105565,AR,Wastewater,Disinfection,"Disinfection, UV",,Y,
3768,51000004003,1192581,VA,Wastewater,Nutrient Removal and additional treatment,Biological N removal,Y,,
